landmark_0_x,landmark_0_y,landmark_0_z,landmark_1_x,landmark_1_y,landmark_1_z,landmark_2_x,landmark_2_y,landmark_2_z,landmark_3_x,landmark_3_y,landmark_3_z,landmark_4_x,landmark_4_y,landmark_4_z,landmark_5_x,landmark_5_y,landmark_5_z,landmark_6_x,landmark_6_y,landmark_6_z,landmark_7_x,landmark_7_y,landmark_7_z,landmark_8_x,landmark_8_y,landmark_8_z,landmark_9_x,landmark_9_y,landmark_9_z,landmark_10_x,landmark_10_y,landmark_10_z,landmark_11_x,landmark_11_y,landmark_11_z,landmark_12_x,landmark_12_y,landmark_12_z,landmark_13_x,landmark_13_y,landmark_13_z,landmark_14_x,landmark_14_y,landmark_14_z,landmark_15_x,landmark_15_y,landmark_15_z,landmark_16_x,landmark_16_y,landmark_16_z,landmark_17_x,landmark_17_y,landmark_17_z,landmark_18_x,landmark_18_y,landmark_18_z,landmark_19_x,landmark_19_y,landmark_19_z,landmark_20_x,landmark_20_y,landmark_20_z,label
0.0,0.0,0.0,-0.325851234648581,-0.2112617278946025,-0.091122254499118,-0.5663254632136603,-0.6279222620010685,-0.1222046978081991,-0.6945332370799582,-0.99599646102815,-0.1644076341362757,-0.8488398308304499,-1.2173236715941582,-0.1919432648444153,-0.4547983815803966,-0.9459406623398404,0.0325872324847324,-0.4504339818366684,-1.198426070928324,-0.1234186776529968,-0.3864673147955916,-0.8921115184135071,-0.2225425944976354,-0.344505471799946,-0.642920799792466,-0.2592084811623993,-0.2428481326979265,-0.9698849281245434,0.018655043338992,-0.248050784547048,-1.2231680282326758,-0.1562261377018035,-0.2043405986912369,-0.829944248104205,-0.2181353892103693,-0.1832337577630421,-0.5499700628424206,-0.208411014002289,-0.0413697795201462,-0.9519757142695462,-0.0230363374206216,-0.0306698566418659,-1.1483981198063469,-0.2000701129523849,-0.0312473909523223,-0.7567342069804014,-0.1775624688097909,-0.0422035921584431,-0.482539804290277,-0.101739990481563,0.1508204013160249,-0.9059263328418238,-0.0711071504190381,0.1507901322221854,-1.1186532866722136,-0.1684224510704033,0.125806829342954,-0.8645595802310615,-0.1208210849166762,0.0946938331672788,-0.6621973695131698,-0.049172802913763,A
0.0,0.0,0.0,-0.3376097895104781,-0.2061340121132881,-0.0908529109785159,-0.5773273638492882,-0.6294717598001427,-0.1222747694723869,-0.7029208929850395,-1.011238100898662,-0.1642345053067311,-0.8618852152105344,-1.2351606356915492,-0.192013894291431,-0.4555636791575453,-0.949051820081904,0.0251804623061082,-0.4526450594546486,-1.1971657964413631,-0.1306452786144333,-0.3918548715057279,-0.8750648310720447,-0.2282383639085535,-0.3468587001741926,-0.6192044214845973,-0.264124563844966,-0.2395273096308545,-0.9708191256005564,0.0117001414169351,-0.2465315059121085,-1.216718052505139,-0.1668978787663341,-0.2038569731890458,-0.8157122668895794,-0.2283105826632936,-0.1767456844053323,-0.5252095640404059,-0.2179713068983558,-0.0353892356797323,-0.955898076196984,-0.0286079140637113,-0.0309456341132866,-1.1451345363867445,-0.2064433370265377,-0.0323936917508235,-0.7471375927710794,-0.1812833355743328,-0.0385934570302698,-0.4656080190519385,-0.1041934207123517,0.1585887028665633,-0.9167342342142624,-0.0753518419143304,0.156900052437031,-1.1153851149050882,-0.1732615811305047,0.1295027528342617,-0.849700499644495,-0.1250864931431257,0.1002903688347379,-0.6428471641837105,-0.0533216149917023,A
0.0,0.0,0.0,-0.3384751210950154,-0.2134861501673079,-0.0880185972957159,-0.5792451508903024,-0.6362338787048204,-0.1139805026820234,-0.6994887626420412,-1.0131537441586884,-0.1520836076678271,-0.8541206414733553,-1.234675423530885,-0.1768356782309462,-0.4604917734456928,-0.9475384056893252,0.0411674645223169,-0.4474231887506889,-1.1833438403072118,-0.1148298511710733,-0.3857229244146981,-0.8798617190540851,-0.2170415692281578,-0.3447999574857593,-0.6255161722482163,-0.2549569686690556,-0.2424159298134697,-0.969806344905368,0.0266490216323494,-0.2356452863863574,-1.2089891549505132,-0.1567356234486697,-0.1938971281880896,-0.811077849861429,-0.2260185805460718,-0.1722860819726191,-0.5053430583184992,-0.2174727316663822,-0.0377566774658835,-0.954020741549499,-0.0151761114390104,-0.0201847897005807,-1.1341363605360708,-0.1981611293137432,-0.0230593078308756,-0.7464052669484079,-0.1835678382010227,-0.033972207679089,-0.457217088487506,-0.1094390981876838,0.1530087989173696,-0.9124954868694154,-0.0631224111524271,0.1652941650347683,-1.1174729981707527,-0.1680874155360409,0.1450727001666618,-0.8677081797888483,-0.1267982063091715,0.1189779109702394,-0.6596367106048538,-0.0564599212662163,A
0.0,0.0,0.0,-0.3379112877302925,-0.2232472587540181,-0.0879324341851085,-0.571120435327022,-0.6470946074663892,-0.1160129470776065,-0.6884864470480463,-1.0265648847089146,-0.1568640324465152,-0.8429692124416186,-1.2479434401750429,-0.1838867932517865,-0.4414598463232812,-0.9535211884459956,0.0355446076880617,-0.4356182444391951,-1.188617154101416,-0.1264985303418146,-0.3707393694156303,-0.8731385398125278,-0.2296876754141318,-0.3249991614429859,-0.6181533792159416,-0.2676079375352771,-0.2229471299377873,-0.9746477457426916,0.0188772077170565,-0.2234279947626948,-1.2181516410956066,-0.168665574042692,-0.1855248953576354,-0.8133882034224157,-0.2353860573915701,-0.163184030868247,-0.5212694094804895,-0.2260369315486633,-0.0162732396696223,-0.9506882853122726,-0.0253683177738088,-0.0035867246186593,-1.1479270560386416,-0.2112106606592126,-0.0111459361341788,-0.7491688707357531,-0.1876660902350439,-0.0226500506910198,-0.4668773399535376,-0.1082659620678789,0.1757297447461634,-0.8981513329951094,-0.0758767518751365,0.1865442629145455,-1.1197886414941611,-0.1770556205502618,0.1568854427207642,-0.8657835311678594,-0.127684095774585,0.1254427293023902,-0.6636128082411656,-0.053434104374028,A
0.0,0.0,0.0,-0.34933391000999,-0.2077809525995516,-0.0898057091439461,-0.589417191343201,-0.635136322670291,-0.1158218926622616,-0.6984527696104432,-1.0206865625447106,-0.154011265580677,-0.8440653264834005,-1.2557477473976222,-0.1782859434782806,-0.4563742053918614,-0.9484568200310756,0.0318340288008979,-0.4460689395605409,-1.2012293306849848,-0.1277302698666685,-0.3785849495670905,-0.8919613202245361,-0.2294399090852963,-0.3336640987485532,-0.6343451547239214,-0.265893594563462,-0.232146080322859,-0.9725219649846596,0.0175847949407856,-0.2262924416461505,-1.2266297545919471,-0.1667706007073053,-0.1846994331572923,-0.8240258917254629,-0.2322137298893364,-0.164454152482055,-0.5251982857778139,-0.2218317425232906,-0.0238890044430489,-0.9542623443165452,-0.0241328566242348,-0.0066879003821874,-1.1443501709065678,-0.2081293914775084,-0.0126147566107809,-0.7492138707533442,-0.1876043936049445,-0.026408106613906,-0.4632746458675209,-0.1101486045053215,0.1667757764558278,-0.908062696656084,-0.0722483232457866,0.1820573254992682,-1.1248920835105976,-0.1744721327225273,0.1594887473062151,-0.8745330325598254,-0.1281180744749655,0.1323752418781478,-0.6704522858395396,-0.0555530151855411,A
0.0,0.0,0.0,-0.3467412787214857,-0.2011222328513211,-0.0895267657683187,-0.5852527787167322,-0.6333020710696041,-0.1125366885389293,-0.6944195762844597,-1.0215778176243315,-0.1476600875098877,-0.8435073149325507,-1.2454898338180782,-0.1690049967217503,-0.4532840953302991,-0.9444300697596,0.041727775364436,-0.4383910751973259,-1.192917292237172,-0.1139086914034154,-0.3701351602443365,-0.885324037127852,-0.2156375173042353,-0.3325858942614529,-0.6283765683502919,-0.2531002454535477,-0.2334403573071389,-0.9719469982863732,0.0287164082437937,-0.2282022414717083,-1.2110390068896346,-0.1481139175499742,-0.1843346623637098,-0.8177466813534187,-0.2162142310679928,-0.1715884984468087,-0.5291370833597691,-0.2102036208382173,-0.028317332974997,-0.9538509244734872,-0.0121497327084355,-0.0128959064200286,-1.134747457940046,-0.1901060871900786,-0.0153631705674503,-0.7487326180558275,-0.1739406147522756,-0.035769996842982,-0.4703674585432664,-0.1018568814222494,0.157788803713383,-0.9066877795363836,-0.0593951895482375,0.1725825425155155,-1.119297108518035,-0.1576798737750255,0.1516883351613112,-0.8767805093809189,-0.112842186322065,0.1189234447167101,-0.6787245106895295,-0.0426101414782196,A
0.0,0.0,0.0,-0.3440203358562194,-0.1923347783959293,-0.0956196062503486,-0.5779615767241921,-0.6250468152206197,-0.1240867972800653,-0.6841331626715281,-1.0130661037735231,-0.1623888333330113,-0.8316449015865488,-1.2425015596403324,-0.1862019934817983,-0.4510714385998241,-0.947977156457476,0.0209313772889528,-0.4326420845585685,-1.1921803129500057,-0.1392365635815136,-0.3669356346360249,-0.8691855419943529,-0.2392586908126129,-0.3291364571978757,-0.612023421394569,-0.2750036596171515,-0.2313615976506377,-0.9727969159093878,0.0117461282867118,-0.2243275086683867,-1.2091856679364652,-0.1653429103724787,-0.186637145866427,-0.8053988931531529,-0.2260910460050346,-0.1744212711826248,-0.5270469630045688,-0.2169381396989355,-0.0256786178304076,-0.950002295015582,-0.0251965381751465,-0.0101995312936588,-1.1431730234455464,-0.2041960250599239,-0.0190777420050164,-0.7452927152961526,-0.180044020838435,-0.0379161736259318,-0.4692565733260228,-0.1038523756348863,0.1620826732249246,-0.8974165993830482,-0.0686755197109376,0.1746969894713155,-1.1140716535061248,-0.1678677371941392,0.1507160435964962,-0.8608980393080242,-0.1203192183387469,0.1207016124992739,-0.661439993017478,-0.0486938185242678,A
0.0,0.0,0.0,-0.3393050934642442,-0.1931216761967231,-0.0974282655832497,-0.5749719043358128,-0.6279101657690861,-0.1271812332102694,-0.6864832301042227,-1.015305031710511,-0.1665738777455048,-0.8391742154246464,-1.2406309166707472,-0.1910928529027241,-0.4428765259602445,-0.9512543859971734,0.0218235959981652,-0.4323043069675136,-1.2006778738617423,-0.1374600932428792,-0.369797815956393,-0.8730692777136362,-0.2343818109622785,-0.3303740030794014,-0.6192419365668493,-0.2690055702541484,-0.225531593436734,-0.974143941629796,0.0133821279269314,-0.2230193502974777,-1.209791564047689,-0.1618513774939875,-0.1872392803442102,-0.8012186287450059,-0.2187075007755659,-0.174020292709037,-0.5355650103104489,-0.2086291265556513,-0.0209822646027862,-0.9510501218128876,-0.0237345288870253,-0.0107282025516399,-1.1458149898920875,-0.2028101892922086,-0.0216152772466133,-0.7435802277985709,-0.1753210916780919,-0.0382366046786276,-0.4759887818702643,-0.0986131461499684,0.1681325323425934,-0.9022280931841612,-0.0675115255357485,0.1758318477979553,-1.108631893218473,-0.1661815847688534,0.1426312837355372,-0.8451057172123714,-0.1175095948891273,0.106084500945092,-0.6470342452772484,-0.0467120219273934,A
0.0,0.0,0.0,-0.3449308536187021,-0.2017611156477394,-0.0976643263241871,-0.5872380921589205,-0.6211942884005786,-0.1284651420306057,-0.7033272461863204,-1.0059535109568374,-0.1707247020732346,-0.8509517645784049,-1.2426209566716802,-0.1985714524447455,-0.4579007868034167,-0.9446185515829164,0.0342137749341904,-0.4476369260705972,-1.2053144090709569,-0.1270025257386879,-0.3798065745093119,-0.8897067300817799,-0.2303637673114246,-0.3388939744016709,-0.6336020408420954,-0.268490724132454,-0.2366297568648744,-0.9712893473677076,0.0245634251700202,-0.2343671765126303,-1.2172057618001997,-0.1541063398608398,-0.1912278108714997,-0.8145884793553424,-0.2196716123615959,-0.1749174925398891,-0.5404610237059269,-0.2135906934110381,-0.0306849706449568,-0.9534643953638878,-0.0143443291872363,-0.0175621711824933,-1.1472298527246936,-0.1974299201674753,-0.0215930040978937,-0.7483402265899664,-0.1762585210362856,-0.036619402822295,-0.4753671741683109,-0.1010658101043597,0.1577122201907978,-0.9071275160204694,-0.0600005675515258,0.1688173127129663,-1.1234706767692262,-0.1599419038775394,0.1444345008146522,-0.8682661471892831,-0.1119389977708614,0.1142259505494059,-0.6690811997835797,-0.0401739745208386,A
0.0,0.0,0.0,-0.3460602082145674,-0.2051270223713706,-0.0929380495850937,-0.5844949314155842,-0.6200415861891354,-0.1202301209767801,-0.6974939887113721,-1.0039994129310033,-0.1597960076076738,-0.8446024140895158,-1.245107257490422,-0.1852435856652494,-0.4586352431618148,-0.9440544956590547,0.0457936440054524,-0.4439973622820208,-1.203566732116163,-0.1087147335286843,-0.3810027139583133,-0.8907061487224828,-0.2115534684488395,-0.3420630522277881,-0.6305249590387463,-0.2510665852085983,-0.2358611891227163,-0.9711639752737308,0.0347855227953063,-0.2286706148234908,-1.2150368679116452,-0.140345263441755,-0.1885475000928396,-0.8152235453330658,-0.2094229528374774,-0.1748963821589168,-0.5300146849773173,-0.2062074586544682,-0.0294140659240533,-0.9529123804918728,-0.0050023821824987,-0.0149985483266483,-1.1486850309250545,-0.1827135692614528,-0.0207870331022817,-0.7563875458827889,-0.1666736635587424,-0.0393711375969112,-0.4767348689964908,-0.0962570777894247,0.1593731889928145,-0.9053082113081862,-0.051455819519678,0.1751046665742644,-1.1195626874077849,-0.1509575070973081,0.1475626758823906,-0.8682627783212145,-0.1079197886761843,0.1099493262440289,-0.664511758160977,-0.0399914744346747,A
0.0,0.0,0.0,-0.334701786450542,-0.203317028504037,-0.0922881659973132,-0.5677842301116838,-0.6242196988069073,-0.1198752742248132,-0.679761976547219,-1.0028069885802555,-0.1596412836489733,-0.8265252058960396,-1.2393132628958812,-0.1857264812379009,-0.4410457788822094,-0.9505704150524692,0.0451637535772558,-0.4301634569235542,-1.2007128467560324,-0.1097661933679282,-0.3696680293423682,-0.8889263659372144,-0.2123319630681097,-0.3287611893228306,-0.6274370632105067,-0.2508410301330244,-0.2245961094993078,-0.9738584616331708,0.0340041806731005,-0.2205598167053439,-1.208596307626006,-0.1394648308721253,-0.1845971497331638,-0.8090865603816412,-0.2064557718836553,-0.1689514147056919,-0.5238636356869483,-0.2012458653463999,-0.0223424229909309,-0.9525757083132796,-0.0059772458947333,-0.0126140270352406,-1.1440876412887513,-0.1821448553848816,-0.0215855160830454,-0.7497340418295587,-0.1644750319351737,-0.0382378760925947,-0.4703639865077549,-0.0927585869558571,0.1658295307422246,-0.9029834125302648,-0.0524549804475219,0.1711099255103895,-1.114315493536509,-0.1507189374452216,0.1414608006329329,-0.8583638523194335,-0.1057231105987545,0.105130901198706,-0.6532404481381948,-0.0360538017040054,A
